V1	V2
CEP57	ACTR1A
CEP57	CEP250
CEP57	CLASP1
CEP57	CKAP5
CEP57	DCTN2
CEP57	DYNC1I2
CEP57	BORA
CEP57	ALMS1
DYNC1H1	HAUS6
DYNC1H1	HAUS5
DYNC1H1	HAUS4
DYNC1H1	HAUS3
DYNC1H1	CSNK1D
DYNC1H1	CEP72
DYNC1H1	CEP41
DYNC1H1	CEP290
DYNC1H1	CEP192
DYNC1H1	CEP131
DYNC1H1	CC2D2A
DYNC1H1	C2CD3
DYNC1H1	B9D2
DYNC1H1	DYNC1LI2
DYNC1H1	DCTN3
DYNC1H1	HAUS2
DYNC1H1	BET1
DYNC1H1	ACTR1A
DYNC1H1	CEP250
DYNC1H1	CLASP1
DYNC1H1	CKAP5
DYNC1H1	DCTN2
DYNC1H1	DYNC1I2
DYNC1H1	BORA
DYNC1H1	ALMS1
DYNC1H1	CEP57
ARF1	BET1
CNTRL	ARHGEF2
CTTN	C1orf198
CTTN	DENND1A
CTTN	GPRC5A
CTTN	DNMBP
CTTN	GNA13
CTTN	ARRB1
HBEGF	HIP1R
FNBP1	HIP1R
FNBP1	HBEGF
FNBP1L	HIP1R
FNBP1L	HBEGF
FNBP1L	FNBP1
FCHO2	HBEGF
EREG	HIP1R
EREG	FNBP1
EREG	FNBP1L
EREG	FCHO2
EPS15	HIP1R
EPS15	HBEGF
EPS15	FNBP1
EPS15	FNBP1L
EPS15	FCHO2
EPS15	EREG
EPS15L1	HIP1R
EPS15L1	HBEGF
EPS15L1	FNBP1
EPS15L1	FNBP1L
EPS15L1	FCHO2
EPS15L1	EREG
EPS15L1	EPS15
EPGN	HIP1R
EPGN	FNBP1
EPGN	FNBP1L
EPGN	FCHO2
EPGN	EPS15
EPGN	EPS15L1
EGF	HIP1R
EGF	FNBP1
EGF	FNBP1L
EGF	FCHO2
EGF	EREG
EGF	EPS15L1
DVL2	HIP1R
DVL2	HBEGF
DVL2	FNBP1
DVL2	FNBP1L
DVL2	FCHO2
DVL2	EREG
DVL2	EPS15
DVL2	EPS15L1
DVL2	EPGN
DVL2	EGF
DNM3	HIP1R
DNM3	HBEGF
DNM3	FNBP1
DNM3	FNBP1L
DNM3	EREG
DNM3	EPS15
DNM3	EPS15L1
DNM3	EPGN
DNM3	EGF
DNM3	DVL2
DNM2	HIP1R
DNM2	HBEGF
DNM2	FNBP1
DNM2	FNBP1L
DNM2	EREG
DNM2	EPS15
DNM2	EPS15L1
DNM2	EPGN
DNM2	EGF
DNM2	DVL2
DNM2	DNM3
DNM1	HIP1R
DNM1	HBEGF
DNM1	FNBP1
DNM1	FNBP1L
DNM1	EREG
DNM1	EPS15
DNM1	EPS15L1
DNM1	EPGN
DNM1	EGF
DNM1	DVL2
DNM1	DNM3
DNM1	DNM2
DNAJC6	HIP1R
DNAJC6	HBEGF
DNAJC6	FNBP1
DNAJC6	FNBP1L
DNAJC6	EREG
DNAJC6	EPS15
DNAJC6	EPS15L1
DNAJC6	EPGN
DNAJC6	EGF
DNAJC6	DVL2
DNAJC6	DNM3
DNAJC6	DNM2
DNAJC6	DNM1
DAB2	HIP1R
DAB2	HBEGF
DAB2	FNBP1
DAB2	FNBP1L
DAB2	FCHO2
DAB2	EREG
DAB2	EPS15
DAB2	EPS15L1
DAB2	EPGN
DAB2	EGF
DAB2	DNM3
DAB2	DNM2
DAB2	DNM1
DAB2	DNAJC6
CLTC	HIP1R
CLTC	HBEGF
CLTC	FNBP1
CLTC	FNBP1L
CLTC	FCHO2
CLTC	EREG
CLTC	EPS15
CLTC	EPS15L1
CLTC	EPGN
CLTC	EGF
CLTC	DVL2
CLTC	DNM3
CLTC	DNM2
CLTC	DNM1
CLTC	DNAJC6
CLTC	DAB2
CLTB	HIP1R
CLTB	HBEGF
CLTB	FNBP1
CLTB	FNBP1L
CLTB	FCHO2
CLTB	EREG
CLTB	EPS15
CLTB	EPS15L1
CLTB	EPGN
CLTB	EGF
CLTB	DVL2
CLTB	DNM3
CLTB	DNM2
CLTB	DNM1
CLTB	DNAJC6
CLTB	DAB2
CLTB	CLTC
CLTA	HIP1R
CLTA	HBEGF
CLTA	FNBP1
CLTA	FNBP1L
CLTA	FCHO2
CLTA	EREG
CLTA	EPS15
CLTA	EPS15L1
CLTA	EPGN
CLTA	EGF
CLTA	DVL2
CLTA	DNM3
CLTA	DNM2
CLTA	DNM1
CLTA	DNAJC6
CLTA	DAB2
CLTA	CLTC
CLTA	CLTB
BTC	HIP1R
BTC	FNBP1
BTC	FNBP1L
BTC	FCHO2
BTC	EPS15
BTC	EPS15L1
BTC	EGF
BTC	DVL2
BTC	DNM3
BTC	DNM2
BTC	DNM1
BTC	DNAJC6
BTC	DAB2
BTC	CLTC
BTC	CLTB
BTC	CLTA
ARRB2	HIP1R
ARRB2	HBEGF
ARRB2	FNBP1
ARRB2	FNBP1L
ARRB2	FCHO2
ARRB2	EREG
ARRB2	EPS15
ARRB2	EPS15L1
ARRB2	EPGN
ARRB2	EGF
ARRB2	DNM3
ARRB2	DNM2
ARRB2	DNM1
ARRB2	DNAJC6
ARRB2	DAB2
ARRB2	CLTC
ARRB2	CLTB
ARRB2	CLTA
ARRB2	BTC
ARPC5	HIP1R
ARPC5	HBEGF
ARPC5	FNBP1
ARPC5	FNBP1L
ARPC5	FCHO2
ARPC5	EREG
ARPC5	EPS15
ARPC5	EPS15L1
ARPC5	EPGN
ARPC5	EGF
ARPC5	DVL2
ARPC5	DNM3
ARPC5	DNM2
ARPC5	DNM1
ARPC5	DNAJC6
ARPC5	DAB2
ARPC5	CLTC
ARPC5	CLTB
ARPC5	CLTA
ARPC5	BTC
ARPC5	ARRB2
ARPC4	HIP1R
ARPC4	HBEGF
ARPC4	FNBP1
ARPC4	FNBP1L
ARPC4	FCHO2
ARPC4	EREG
ARPC4	EPS15
ARPC4	EPS15L1
ARPC4	EPGN
ARPC4	EGF
ARPC4	DVL2
ARPC4	DNM3
ARPC4	DNM2
ARPC4	DNM1
ARPC4	DNAJC6
ARPC4	DAB2
ARPC4	CLTC
ARPC4	CLTB
ARPC4	CLTA
ARPC4	BTC
ARPC4	ARRB2
ARPC4	ARPC5
ARPC2	HIP1R
ARPC2	HBEGF
ARPC2	FNBP1
ARPC2	FNBP1L
ARPC2	FCHO2
ARPC2	EREG
ARPC2	EPS15
ARPC2	EPS15L1
ARPC2	EPGN
ARPC2	EGF
ARPC2	DVL2
ARPC2	DNM3
ARPC2	DNM2
ARPC2	DNM1
ARPC2	DNAJC6
ARPC2	DAB2
ARPC2	CLTC
ARPC2	CLTB
ARPC2	CLTA
ARPC2	BTC
ARPC2	ARRB2
ARPC2	ARPC5
ARPC2	ARPC4
ARPC1A	HIP1R
ARPC1A	HBEGF
ARPC1A	FNBP1
ARPC1A	FNBP1L
ARPC1A	FCHO2
ARPC1A	EREG
ARPC1A	EPS15
ARPC1A	EPS15L1
ARPC1A	EPGN
ARPC1A	EGF
ARPC1A	DVL2
ARPC1A	DNM3
ARPC1A	DNM2
ARPC1A	DNM1
ARPC1A	DNAJC6
ARPC1A	DAB2
ARPC1A	CLTC
ARPC1A	CLTB
ARPC1A	CLTA
ARPC1A	BTC
ARPC1A	ARRB2
ARPC1A	ARPC5
ARPC1A	ARPC4
ARPC1A	ARPC2
ACTR3	HIP1R
ACTR3	HBEGF
ACTR3	FNBP1
ACTR3	FNBP1L
ACTR3	FCHO2
ACTR3	EREG
ACTR3	EPS15
ACTR3	EPS15L1
ACTR3	EPGN
ACTR3	EGF
ACTR3	DVL2
ACTR3	DNM3
ACTR3	DNM2
ACTR3	DNM1
ACTR3	DNAJC6
ACTR3	DAB2
ACTR3	CLTC
ACTR3	CLTB
ACTR3	CLTA
ACTR3	BTC
ACTR3	ARRB2
ACTR3	ARPC5
ACTR3	ARPC4
ACTR3	ARPC2
ACTR3	ARPC1A
ACTR2	HIP1R
ACTR2	HBEGF
ACTR2	FNBP1
ACTR2	FNBP1L
ACTR2	FCHO2
ACTR2	EREG
ACTR2	EPS15
ACTR2	EPS15L1
ACTR2	EPGN
ACTR2	EGF
ACTR2	DVL2
ACTR2	DNM3
ACTR2	DNM2
ACTR2	DNM1
ACTR2	DNAJC6
ACTR2	DAB2
ACTR2	CLTC
ACTR2	CLTB
ACTR2	CLTA
ACTR2	BTC
ACTR2	ARRB2
ACTR2	ARPC5
ACTR2	ARPC4
ACTR2	ARPC2
ACTR2	ARPC1A
ACTR2	ACTR3
AAK1	HIP1R
AAK1	HBEGF
AAK1	FNBP1
AAK1	FNBP1L
AAK1	FCHO2
AAK1	EREG
AAK1	EPS15
AAK1	EPS15L1
AAK1	EPGN
AAK1	EGF
AAK1	DVL2
AAK1	DNM3
AAK1	DNM2
AAK1	DNM1
AAK1	DNAJC6
AAK1	DAB2
AAK1	CLTC
AAK1	CLTB
AAK1	CLTA
AAK1	BTC
AAK1	ARRB2
AAK1	ARPC5
AAK1	ARPC4
AAK1	ARPC2
AAK1	ARPC1A
AAK1	ACTR3
AAK1	ACTR2
AP2A1	HIP1R
AP2A1	HBEGF
AP2A1	FNBP1
AP2A1	FNBP1L
AP2A1	FCHO2
AP2A1	EREG
AP2A1	EPS15
AP2A1	EPS15L1
AP2A1	EPGN
AP2A1	EGF
AP2A1	DVL2
AP2A1	DNM3
AP2A1	DNM2
AP2A1	DNM1
AP2A1	DNAJC6
AP2A1	DAB2
AP2A1	CLTC
AP2A1	CLTB
AP2A1	CLTA
AP2A1	BTC
AP2A1	ARRB2
AP2A1	ARPC5
AP2A1	ARPC4
AP2A1	ARPC2
AP2A1	ARPC1A
AP2A1	ACTR3
AP2A1	ACTR2
AP2A1	AAK1
ANAPC5	ANAPC1
ANAPC16	ANAPC1
ANAPC16	ANAPC5
CDC6	ANAPC1
CDC6	ANAPC5
CDC6	ANAPC16
CDC27	ANAPC1
CDC27	ANAPC5
CDC27	ANAPC16
CDC27	CDC6
CDC20	ANAPC1
CDC20	ANAPC5
CDC20	ANAPC16
CDC20	CDC27
BUB1B	ANAPC1
BUB1B	ANAPC5
BUB1B	ANAPC16
BUB1B	CDC27
BUB1B	CDC20
BUB3	ANAPC1
BUB3	ANAPC5
BUB3	ANAPC16
BUB3	CDC27
BUB3	CDC20
BUB3	BUB1B
HDAC4	BUB1B
CWC22	DHX8
CWC15	DHX8
CWC15	CWC22
BUD13	DHX8
BUD13	CWC22
BUD13	CWC15
BCAS2	DHX8
BCAS2	CWC22
BCAS2	CWC15
BCAS2	BUD13
DDX39B	DHX8
DDX39B	CWC22
DDX39B	CWC15
DDX39B	BUD13
DDX39B	BCAS2
ACIN1	DHX8
ACIN1	CWC22
ACIN1	CWC15
ACIN1	BUD13
ACIN1	BCAS2
ACIN1	DDX39B
HNRNPA0	CWC22
HNRNPA0	CWC15
HNRNPA0	BCAS2
CPSF3	CWC22
CPSF3	CWC15
CPSF3	BCAS2
CPSF3	DDX39B
CPSF3	HNRNPA0
CWC25	CWC27
CSTF1	CWC27
CSTF1	CWC25
DDX42	CWC27
DDX42	CWC25
DDX42	CSTF1
DHX16	CWC27
DHX16	CWC25
DHX16	CSTF1
DHX16	DDX42
CRNKL1	CWC27
CRNKL1	CWC25
CRNKL1	CSTF1
CRNKL1	DDX42
CRNKL1	DHX16
DDX23	CWC27
DDX23	CWC25
DDX23	CSTF1
DDX23	DDX42
DDX23	DHX16
DDX23	CRNKL1
CPSF2	CWC27
CPSF2	CWC25
CPSF2	CSTF1
CPSF2	DDX42
CPSF2	DHX16
CPSF2	CRNKL1
CPSF2	DDX23
ELAVL2	GCFC2
ELAVL2	CDC40
DDX46	GCFC2
DDX46	CDC40
DDX46	ELAVL2
FIP1L1	CDC40
FIP1L1	ELAVL2
FIP1L1	DDX46
CPSF4	CDC40
CPSF4	ELAVL2
CPSF4	DDX46
CPSF4	FIP1L1
CPSF1	CDC40
CPSF1	ELAVL2
CPSF1	DDX46
CPSF1	FIP1L1
CPSF1	CPSF4
DIAPH2	DSN1
CLIP1	DSN1
CLIP1	DIAPH2
ESPL1	DSN1
ESPL1	CLIP1
CLASP2	DSN1
CLASP2	DIAPH2
CLASP2	CLIP1
CLASP2	ESPL1
CDK1	DSN1
CDK1	CLIP1
CDK1	AJUBA
CDCA8	DSN1
CDCA8	DIAPH2
CDCA8	CLIP1
CDCA8	ESPL1
CDCA8	CLASP2
CDCA8	CDK1
AHCTF1	DSN1
AHCTF1	DIAPH2
AHCTF1	CLIP1
AHCTF1	ESPL1
AHCTF1	CLASP2
AHCTF1	CDK1
AHCTF1	CDCA8
DHX35	FRG1
AQR	FRG1
AQR	DHX35
AQR	GTF2F2
CDK12	GTF2F2
CDK12	AQR
GTF2F1	GTF2F2
GTF2F1	AQR
GTF2F1	CDK12
ETF1	GSPT1
DHX9	GTF2F2
DHX9	AQR
DHX9	CDK12
DHX9	GTF2F1
DHX38	FRG1
DHX38	DHX35
DHX38	GTF2F2
DHX38	AQR
DHX38	CDK12
DHX38	GTF2F1
DHX38	DHX9
CDC5L	FRG1
CDC5L	DHX35
CDC5L	GTF2F2
CDC5L	AQR
CDC5L	CDK12
CDC5L	GTF2F1
CDC5L	ETF1
CDC5L	GCN1
CDC5L	DHX9
CDC5L	DHX38
EIF4A3	FRG1
EIF4A3	DHX35
EIF4A3	GTF2F2
EIF4A3	AQR
EIF4A3	CDK12
EIF4A3	GTF2F1
EIF4A3	GSPT1
EIF4A3	ETF1
EIF4A3	DHX9
EIF4A3	DHX38
EIF4A3	CDC5L
AAAS	EIF4A3
HIST1H2BI	DDX21
HIST1H2BG	DDX21
HIST1H2BF	DDX21
HIST1H2BE	DDX21
HIST1H2BC	DDX21
ATF2	HIST1H2BI
ATF2	HIST1H2BG
ATF2	HIST1H2BF
ATF2	HIST1H2BE
ATF2	HIST1H2BC
H2AFX	DDX21
H2AFX	HIST1H2BI
H2AFX	HIST1H2BG
H2AFX	HIST1H2BF
H2AFX	HIST1H2BE
H2AFX	HIST1H2BC
H2AFX	ATF2
CUL1	FBXW10
CUL1	FBXO9
CUL1	FBXW9
CUL1	FBXW2
CUL1	FBXL3
CUL1	CCNF
CUL1	FBXL5
CUL2	CUL1
FBXL13	CUL1
FBXO22	CUL1
FBXW4	CUL1
COMMD4	FBXW12
COMMD4	FBXO41
COMMD4	FBXO27
COMMD4	ASB17
COMMD4	ASB14
COMMD4	FBXO32
COMMD4	BTBD6
COMMD4	ASB1
COMMD4	FBXL16
COMMD4	DTL
COMMD4	FBXO10
COMMD4	FBXL15
ASB8	COMMD4
ASB4	COMMD4
FBXL8	COMMD4
ASB5	COMMD4
FBXL7	COMMD4
ASB10	COMMD4
FBXL22	COMMD4
FBXO40	COMMD4
DCUN1D1	FBXW12
DCUN1D1	FBXO41
DCUN1D1	FBXO27
DCUN1D1	ASB17
DCUN1D1	ASB14
DCUN1D1	FBXO32
DCUN1D1	BTBD6
DCUN1D1	ASB1
DCUN1D1	FBXL16
DCUN1D1	DTL
DCUN1D1	FBXO10
DCUN1D1	FBXL15
DCUN1D1	COMMD4
DCUN1D1	ASB8
DCUN1D1	ASB4
DCUN1D1	FBXL8
DCUN1D1	ASB5
DCUN1D1	FBXL7
DCUN1D1	ASB10
DCUN1D1	FBXL22
DCUN1D1	FBXO40
GPS1	FBXW12
GPS1	FBXO41
GPS1	FBXO27
GPS1	ASB17
GPS1	ASB14
GPS1	FBXO32
GPS1	BTBD6
GPS1	ASB1
GPS1	FBXL16
GPS1	DTL
GPS1	FBXO10
GPS1	FBXL15
GPS1	COMMD4
GPS1	ASB8
GPS1	FBXL8
GPS1	ASB5
GPS1	FBXL7
GPS1	ASB10
GPS1	FBXL22
GPS1	FBXO40
COPS7B	FBXW12
COPS7B	FBXO41
COPS7B	FBXO27
COPS7B	ASB17
COPS7B	ASB14
COPS7B	FBXO32
COPS7B	BTBD6
COPS7B	ASB1
COPS7B	FBXL16
COPS7B	DTL
COPS7B	FBXO10
COPS7B	FBXL15
COPS7B	COMMD4
COPS7B	ASB8
COPS7B	ASB4
COPS7B	FBXL8
COPS7B	ASB5
COPS7B	FBXL7
COPS7B	ASB10
COPS7B	FBXL22
COPS7B	FBXO40
COPS7B	DCUN1D1
COPS7B	GPS1
ASB12	COMMD4
ASB12	DCUN1D1
ASB12	GPS1
ASB12	COPS7B
FBXL18	FBXL16
FBXL18	COMMD4
FBXL18	FBXL7
FBXL18	DCUN1D1
FBXL18	GPS1
FBXL18	COPS7B
ASB15	COMMD4
ASB15	DCUN1D1
ASB15	GPS1
ASB15	COPS7B
COPS8	FBXW12
COPS8	FBXO41
COPS8	FBXO27
COPS8	ASB17
COPS8	ASB14
COPS8	FBXO32
COPS8	BTBD6
COPS8	ASB1
COPS8	FBXL16
COPS8	DTL
COPS8	FBXO10
COPS8	FBXL15
COPS8	COMMD4
COPS8	ASB8
COPS8	ASB4
COPS8	FBXL8
COPS8	ASB5
COPS8	FBXL7
COPS8	ASB10
COPS8	FBXL22
COPS8	FBXO40
COPS8	DCUN1D1
COPS8	GPS1
COPS8	COPS7B
COPS8	ASB12
COPS8	FBXL18
COPS8	ASB15
COPS7A	FBXW12
COPS7A	FBXO41
COPS7A	FBXO27
COPS7A	ASB17
COPS7A	ASB14
COPS7A	FBXO32
COPS7A	BTBD6
COPS7A	ASB1
COPS7A	FBXL16
COPS7A	DTL
COPS7A	FBXO10
COPS7A	FBXL15
COPS7A	COMMD4
COPS7A	ASB8
COPS7A	ASB4
COPS7A	FBXL8
COPS7A	ASB5
COPS7A	FBXL7
COPS7A	ASB10
COPS7A	FBXL22
COPS7A	FBXO40
COPS7A	DCUN1D1
COPS7A	GPS1
COPS7A	COPS7B
COPS7A	ASB12
COPS7A	FBXL18
COPS7A	ASB15
COPS7A	COPS8
ASB18	COMMD4
ASB18	DCUN1D1
ASB18	GPS1
ASB18	COPS7B
ASB18	COPS8
ASB18	COPS7A
ASB16	COMMD4
ASB16	DCUN1D1
ASB16	GPS1
ASB16	COPS7B
ASB16	COPS8
ASB16	COPS7A
FBXL19	COMMD4
FBXL19	DCUN1D1
FBXL19	GPS1
FBXL19	COPS7B
FBXL19	COPS8
FBXL19	COPS7A
DCAF13	COMMD4
DCAF13	DCUN1D1
DCAF13	GPS1
DCAF13	COPS7B
DCAF13	COPS8
DCAF13	COPS7A
ASB9	COMMD4
ASB9	DCUN1D1
ASB9	GPS1
ASB9	COPS7B
ASB9	COPS8
ASB9	COPS7A
ASB11	COMMD4
ASB11	DCUN1D1
ASB11	GPS1
ASB11	COPS7B
ASB11	COPS8
ASB11	COPS7A
ELOB	ASB17
ELOB	ASB14
ELOB	ASB1
ELOB	COMMD4
ELOB	ASB8
ELOB	ASB4
ELOB	ASB5
ELOB	ASB10
ELOB	DCUN1D1
ELOB	GPS1
ELOB	COPS7B
ELOB	ASB12
ELOB	ASB15
ELOB	COPS8
ELOB	COPS7A
ELOB	ASB18
ELOB	ASB16
ELOB	ASB9
ELOB	ASB11
AMPD3	FBXW12
AMPD3	FBXO41
AMPD3	FBXO27
AMPD3	ASB17
AMPD3	ASB14
AMPD3	FBXO32
AMPD3	BTBD6
AMPD3	ASB1
AMPD3	FBXL16
AMPD3	FBXO10
AMPD3	FBXL15
AMPD3	ASB8
AMPD3	ASB4
AMPD3	FBXL8
AMPD3	ASB5
AMPD3	FBXL7
AMPD3	ASB10
AMPD3	HERC5
AMPD3	FBXL22
AMPD3	FBXO40
AMPD3	ASB12
AMPD3	FBXL18
AMPD3	ASB15
AMPD3	ASB18
AMPD3	ASB16
AMPD3	FBXL19
AMPD3	ASB9
AMPD3	ASB11
AMPD3	ELOB
AMPD2	FBXW12
AMPD2	FBXO41
AMPD2	FBXO27
AMPD2	ASB17
AMPD2	ASB14
AMPD2	FBXO32
AMPD2	BTBD6
AMPD2	ASB1
AMPD2	FBXL16
AMPD2	FBXO10
AMPD2	FBXL15
AMPD2	ASB8
AMPD2	ASB4
AMPD2	FBXL8
AMPD2	ASB5
AMPD2	FBXL7
AMPD2	ASB10
AMPD2	HERC5
AMPD2	FBXL22
AMPD2	FBXO40
AMPD2	ASB12
AMPD2	FBXL18
AMPD2	ASB15
AMPD2	ASB18
AMPD2	ASB16
AMPD2	FBXL19
AMPD2	ASB9
AMPD2	ASB11
AMPD2	ELOB
AMPD1	FBXW12
AMPD1	FBXO41
AMPD1	FBXO27
AMPD1	ASB17
AMPD1	ASB14
AMPD1	FBXO32
AMPD1	BTBD6
AMPD1	ASB1
AMPD1	FBXL16
AMPD1	FBXO10
AMPD1	FBXL15
AMPD1	ASB8
AMPD1	ASB4
AMPD1	FBXL8
AMPD1	ASB5
AMPD1	FBXL7
AMPD1	ASB10
AMPD1	HERC5
AMPD1	FBXL22
AMPD1	FBXO40
AMPD1	ASB12
AMPD1	FBXL18
AMPD1	ASB15
AMPD1	ASB18
AMPD1	ASB16
AMPD1	FBXL19
AMPD1	ASB9
AMPD1	ASB11
AMPD1	ELOB
AMPD1	AMPD3
AMPD1	AMPD2
AK2	FBXW12
AK2	FBXO41
AK2	FBXO27
AK2	ASB17
AK2	ASB14
AK2	FBXO32
AK2	BTBD6
AK2	ASB1
AK2	FBXL16
AK2	FBXO10
AK2	FBXL15
AK2	ASB8
AK2	ASB4
AK2	FBXL8
AK2	ASB5
AK2	FBXL7
AK2	ASB10
AK2	HERC5
AK2	FBXL22
AK2	FBXO40
AK2	ASB12
AK2	FBXL18
AK2	ASB15
AK2	ASB18
AK2	ASB16
AK2	FBXL19
AK2	ASB9
AK2	ASB11
AK2	ELOB
COMMD3	FBXW12
COMMD3	FBXO41
COMMD3	FBXO27
COMMD3	ASB17
COMMD3	ASB14
COMMD3	FBXO32
COMMD3	BTBD6
COMMD3	ASB1
COMMD3	FBXL16
COMMD3	DTL
COMMD3	FBXO10
COMMD3	FBXL15
COMMD3	COMMD4
COMMD3	ASB8
COMMD3	ASB4
COMMD3	FBXL8
COMMD3	ASB5
COMMD3	FBXL7
COMMD3	ASB10
COMMD3	FBXL22
COMMD3	FBXO40
COMMD3	DCUN1D1
COMMD3	GPS1
COMMD3	COPS7B
COMMD3	ASB12
COMMD3	FBXL18
COMMD3	ASB15
COMMD3	COPS8
COMMD3	COPS7A
COMMD3	ASB18
COMMD3	ASB16
COMMD3	FBXL19
COMMD3	DCAF13
COMMD3	ASB9
COMMD3	ASB11
COMMD3	ELOB
FBXL12	COMMD4
FBXL12	DCUN1D1
FBXL12	GPS1
FBXL12	COPS7B
FBXL12	COPS8
FBXL12	COPS7A
FBXL12	AMPD3
FBXL12	AMPD2
FBXL12	AMPD1
FBXL12	AK2
FBXL12	COMMD3
FN1	FXR1
FN1	CPSF6
ESR2	CGN
ESR2	CPSF6
AHCY	FARP1
AHCY	EIF4ENIF1
AHCY	DNAJB12
AHCY	FXR1
AHCY	CCAR2
AHCY	FMNL2
AHCY	CNN3
AHCY	CGN
ALPI	AHCY
GEMIN8	AHCY
GEMIN7	FARP1
GEMIN7	GEMIN8
DDX20	AHCY
DDX20	GEMIN8
DDX20	GEMIN7
DNAJB1	CCAR2
DNAJB1	FN1
DNAJB1	AHCY
EPB41L5	CXXC1
GABARAP	GNL3
GABARAP	GABARAPL1
ATAD3A	COX15
EBNA1BP2	GNL3
BRIX1	GNL3
BRIX1	GABARAPL1
BRIX1	GABARAP
BRIX1	EBNA1BP2
EEF2	GNL3
EEF2	GABARAPL1
EEF2	GABARAP
EEF2	EBNA1BP2
EEF2	BRIX1
GABARAPL2	GTPBP4
GABARAPL2	GABARAPL1
GABARAPL2	GABARAP
GABARAPL2	EBNA1BP2
GABARAPL2	EEF2
ESR1	EIF3L
ESR1	EPB41L5
ESR1	GTPBP4
ESR1	GNL3
ESR1	ATAD3A
BANF1	COX15
BANF1	ESR1
DLST	GNL3
DLST	ATAD3A
DLST	EEF2
DLST	GABARAPL2
DDOST	COX15
DDOST	GABARAPL1
DDOST	DLST
GTF2H3	GTF2H5
GTF2H2	GTF2H5
GTF2H2	GTF2H3
ELOA	GTF2H5
ELOA	GTF2H3
ELOA	GTF2H2
ERCC3	GTF2H5
ERCC3	GTF2H3
ERCC3	GTF2H2
ERCC3	ELOA
GTF2H4	GTF2H5
GTF2H4	GTF2H3
GTF2H4	GTF2H2
GTF2H4	ELOA
GTF2H4	ERCC3
AFF4	GTF2H5
AFF4	GTF2H3
AFF4	GTF2H2
AFF4	ELOA
AFF4	ERCC3
AFF4	GTF2H4
GTF2H1	GTF2H5
GTF2H1	GTF2H3
GTF2H1	GTF2H2
GTF2H1	ELOA
GTF2H1	ERCC3
GTF2H1	GTF2H4
GTF2H1	AFF4
CCNH	GTF2H5
CCNH	GTF2H3
CCNH	GTF2H2
CCNH	ELOA
CCNH	ERCC3
CCNH	GTF2H4
CCNH	AFF4
CCNH	GTF2H1
CHEK1	GTF2H5
CHEK1	GTF2H3
CHEK1	GTF2H2
CHEK1	ELOA
CHEK1	ERCC3
CHEK1	GTF2H4
CHEK1	GTF2H1
CHEK1	CCNH
ERCC2	GTF2H5
ERCC2	GTF2H3
ERCC2	GTF2H2
ERCC2	ELOA
ERCC2	ERCC3
ERCC2	GTF2H4
ERCC2	AFF4
ERCC2	GTF2H1
ERCC2	CCNH
ERCC2	CHEK1
CDK7	GTF2H5
CDK7	GTF2H3
CDK7	GTF2H2
CDK7	ELOA
CDK7	ERCC3
CDK7	GTF2H4
CDK7	AFF4
CDK7	GTF2H1
CDK7	CCNH
CDK7	CHEK1
CDK7	ERCC2
CATSPER4	CATSPERG
CATSPER4	CATSPERB
CATSPER3	CATSPERG
CATSPER3	CATSPERB
CACNA2D4	CACNG7
CACNA2D4	CACNG6
CACNB4	CACNG7
CACNB4	CACNG6
CACNB4	CACNA2D4
CACNA2D3	CACNG7
CACNA2D3	CACNG6
CACNA2D3	CACNB4
CATSPERD	CATSPER4
CATSPERD	CATSPER3
CACNA1E	CACNB4
CACNA1E	CACNA2D3
CALD1	CATSPERG
CALD1	CATSPERB
CALD1	CACNG7
CALD1	CACNG6
CALD1	CHRNB3
CALD1	GRIK5
CALD1	CATSPER4
CALD1	CATSPER3
CALD1	CACNA2D4
CALD1	CACNB4
CALD1	CACNA2D3
CALD1	CATSPERD
CALD1	CACNA1E
CALD1	FKBP1B
CHRNA2	CHRNB3
CHRNA2	CALD1
CHRNA1	CALD1
ACTG2	CATSPERG
ACTG2	CATSPERB
ACTG2	CACNG7
ACTG2	CACNG6
ACTG2	CHRNB3
ACTG2	GRIK5
ACTG2	CATSPER4
ACTG2	CATSPER3
ACTG2	CACNA2D4
ACTG2	CACNB4
ACTG2	CACNA2D3
ACTG2	CATSPERD
ACTG2	CACNA1E
ACTG2	FKBP1B
ACTG2	CALD1
ACTG2	CHRNA2
ACTG2	CHRNA1
GRIA1	CALD1
GRIA1	ACTG2
CPNE1	CATSPERG
CPNE1	CATSPERB
CPNE1	CACNG7
CPNE1	CACNG6
CPNE1	CHRNB3
CPNE1	GRIK5
CPNE1	CATSPER4
CPNE1	CATSPER3
CPNE1	CACNA2D4
CPNE1	CACNB4
CPNE1	CACNA2D3
CPNE1	CATSPERD
CPNE1	CACNA1E
CPNE1	FKBP1B
CPNE1	CHRNA2
CPNE1	CHRNA1
CPNE1	GRIA1
ANXA1	CATSPERG
ANXA1	CATSPERB
ANXA1	CACNG7
ANXA1	CACNG6
ANXA1	CHRNB3
ANXA1	GRIK5
ANXA1	CATSPER4
ANXA1	CATSPER3
ANXA1	CACNA2D4
ANXA1	CACNB4
ANXA1	CACNA2D3
ANXA1	CATSPERD
ANXA1	CACNA1E
ANXA1	FKBP1B
ANXA1	CHRNA2
ANXA1	CHRNA1
ANXA1	GRIA1
ANXA6	CATSPERG
ANXA6	CATSPERB
ANXA6	CACNG7
ANXA6	CACNG6
ANXA6	CHRNB3
ANXA6	GRIK5
ANXA6	CATSPER4
